Order_Item_ID,Order_ID,Product_ID,Quantity,Discount,Order_Date,Customer_ID,Sales_Channel,Payment_Method,Region_ID,Product_Name,Category,Sub_Category,Unit_Cost,List_Price,Region,Revenue,Cost,Profit,Profit_Margin
ITEM0011552,ORD015506,PROD0050,3,0.15,2025-08-14,CUST04151,Online,Debit Card,R03,Phones Product 050,Technology,Phones,125.07,184.73,East,471.0614999999999,375.21,95.85149999999993,0.20347980040822683
ITEM0011553,ORD013118,PROD0173,1,0.0,2022-07-28,CUST03617,Online,PayPal,R05,Paper Product 173,Office Supplies,Paper,269.21,438.28,Central,438.28,269.21,169.07,0.3857579629460619
ITEM0011554,ORD006845,PROD0101,2,0.05,2023-02-24,CUST04905,Online,Debit Card,R05,Laptops Product 101,Technology,Laptops,412.63,877.76,Central,1667.744,825.26,842.4839999999999,0.5051638620795518
ITEM0011555,ORD002862,PROD0101,1,0.2,2022-12-06,CUST03750,Online,Credit Card,R01,Laptops Product 101,Technology,Laptops,412.63,877.76,North,702.2080000000001,412.63,289.5780000000001,0.4123820862194678
ITEM0011556,ORD017101,PROD0146,1,0.1,2022-01-24,CUST01612,Online,PayPal,R04,Laptops Product 146,Technology,Laptops,19.56,27.64,West,24.876,19.56,5.3160000000000025,0.21369995176073334
ITEM0011557,ORD009716,PROD0089,1,0.05,2023-08-20,CUST04013,Retail,PayPal,R01,Lighting Product 089,Home,Lighting,106.16,128.96,North,122.512,106.16,16.352000000000004,0.1334726394149145
ITEM0011558,ORD025821,PROD0186,1,0.05,2022-09-20,CUST04558,Online,Credit Card,R03,Kitchen Product 186,Home,Kitchen,439.86,624.36,East,593.1419999999999,439.86,153.28199999999993,0.2584237838493985
ITEM0011559,ORD025410,PROD0026,1,0.1,2023-01-20,CUST01599,Retail,PayPal,R05,Lighting Product 026,Home,Lighting,248.16,298.05,Central,268.245,248.16,20.085000000000008,0.07487558015992846
ITEM0011560,ORD028680,PROD0017,3,0.05,2023-12-11,CUST02776,Online,Debit Card,R01,Binders Product 017,Office Supplies,Binders,735.05,1507.73,North,4297.0305,2205.1499999999996,2091.8805,0.48682002606218416
ITEM0011561,ORD007636,PROD0150,8,0.15,2023-07-02,CUST02463,Online,Credit Card,R05,Laptops Product 150,Technology,Laptops,741.63,1360.56,Central,9251.807999999999,5933.04,3318.767999999999,0.3587156153694499
ITEM0011562,ORD001162,PROD0092,1,0.0,2025-10-19,CUST02459,Online,Credit Card,R02,Laptops Product 092,Technology,Laptops,603.8,833.26,South,833.26,603.8,229.46000000000004,0.2753762331085136
ITEM0011563,ORD001624,PROD0034,1,0.15,2025-07-06,CUST03992,Retail,Debit Card,R02,Storage Product 034,Furniture,Storage,469.56,722.22,South,613.8870000000001,469.56,144.32700000000006,0.23510352882533764
ITEM0011564,ORD028568,PROD0034,4,0.15,2022-03-26,CUST01615,Retail,Credit Card,R01,Storage Product 034,Furniture,Storage,469.56,722.22,North,2455.5480000000002,1878.24,577.3080000000002,0.23510352882533764
ITEM0011565,ORD028059,PROD0126,2,0.1,2025-10-11,CUST04354,Online,Bank Transfer,R02,Storage Product 126,Furniture,Storage,72.99,150.51,South,270.918,145.98,124.93800000000002,0.46116537107168964
ITEM0011566,ORD007828,PROD0180,8,0.1,2023-04-20,CUST03135,Online,Debit Card,R04,Binders Product 180,Office Supplies,Binders,439.76,966.17,West,6956.424,3518.08,3438.344,0.4942688944779674
ITEM0011567,ORD015443,PROD0030,2,0.2,2025-11-06,CUST04750,Retail,PayPal,R05,Paper Product 030,Office Supplies,Paper,646.46,1167.53,Central,1868.048,1292.92,575.1279999999999,0.30787645713600503
ITEM0011568,ORD016890,PROD0180,1,0.15,2023-09-20,CUST02713,Retail,Bank Transfer,R02,Binders Product 180,Office Supplies,Binders,439.76,966.17,South,821.2444999999999,439.76,381.4844999999999,0.4645200059178478
ITEM0011569,ORD016889,PROD0142,2,0.0,2024-01-20,CUST02541,Online,PayPal,R01,Storage Product 142,Furniture,Storage,262.35,441.96,North,883.92,524.7,359.2199999999999,0.40639424382297035
ITEM0011570,ORD028435,PROD0069,1,0.1,2023-10-24,CUST00102,Retail,Credit Card,R03,Tables Product 069,Furniture,Tables,755.69,1194.3,East,1074.87,755.69,319.17999999999984,0.2969475378417854
ITEM0011571,ORD016699,PROD0042,1,0.05,2023-08-22,CUST01744,Online,Debit Card,R05,Writing Product 042,Office Supplies,Writing,765.82,1518.4,Central,1442.48,765.82,676.66,0.46909489213022015
ITEM0011572,ORD014867,PROD0029,1,0.0,2024-02-12,CUST01663,Online,Credit Card,R02,Writing Product 029,Office Supplies,Writing,316.75,645.01,South,645.01,316.75,328.26,0.5089223422892668
ITEM0011573,ORD013315,PROD0098,7,0.05,2022-09-16,CUST04375,Retail,Debit Card,R01,Stationery Product 098,Office Supplies,Stationery,745.54,1210.26,North,8048.228999999999,5218.78,2829.4489999999996,0.35156169139819454
ITEM0011574,ORD020026,PROD0135,1,0.05,2024-01-21,CUST03814,Online,Debit Card,R02,Lighting Product 135,Home,Lighting,523.16,617.71,South,586.8245000000001,523.16,63.66450000000009,0.10848984662364997
ITEM0011575,ORD022337,PROD0181,3,0.1,2022-10-17,CUST00096,Retail,Credit Card,R03,Kitchen Product 181,Home,Kitchen,455.01,544.48,East,1470.096,1365.03,105.06600000000003,0.07146880203741798
ITEM0011576,ORD018144,PROD0119,4,0.0,2024-03-21,CUST04350,Retail,Debit Card,R05,Tables Product 119,Furniture,Tables,204.02,259.11,Central,1036.44,816.08,220.36,0.2126124039983019
ITEM0011577,ORD006647,PROD0174,4,0.05,2022-01-13,CUST00217,Online,Credit Card,R03,Binders Product 174,Office Supplies,Binders,429.06,723.55,East,2749.49,1716.24,1033.2499999999998,0.3757969659827822
ITEM0011578,ORD027813,PROD0193,4,0.0,2022-12-23,CUST04085,Online,Credit Card,R02,Decor Product 193,Home,Decor,559.89,861.95,South,3447.8,2239.56,1208.2400000000002,0.3504379604385406
ITEM0011579,ORD005854,PROD0008,2,0.1,2024-03-01,CUST03487,Retail,Credit Card,R01,Monitors Product 008,Technology,Monitors,242.57,521.09,North,937.9620000000001,485.14,452.8220000000001,0.48277222318174945
ITEM0011580,ORD012455,PROD0184,2,0.0,2024-01-15,CUST00212,Online,Credit Card,R02,Kitchen Product 184,Home,Kitchen,162.39,343.75,South,687.5,324.78,362.72,0.5275927272727273
ITEM0011581,ORD005413,PROD0017,6,0.15,2024-08-11,CUST00168,Retail,Credit Card,R01,Binders Product 017,Office Supplies,Binders,735.05,1507.73,North,7689.423000000001,4410.299999999999,3279.1230000000014,0.42644591148126476
ITEM0011582,ORD003693,PROD0012,2,0.1,2023-12-20,CUST01471,Online,Credit Card,R04,Lighting Product 012,Home,Lighting,415.63,689.31,West,1240.758,831.26,409.49800000000005,0.3300385731947729
ITEM0011583,ORD023960,PROD0055,3,0.1,2022-09-08,CUST00225,Online,Debit Card,R03,Stationery Product 055,Office Supplies,Stationery,201.95,413.59,East,1116.693,605.8499999999999,510.8430000000001,0.4574605554077979
ITEM0011584,ORD011766,PROD0082,1,0.2,2022-07-28,CUST02581,Online,Credit Card,R04,Paper Product 082,Office Supplies,Paper,315.32,663.8,West,531.04,315.32,215.71999999999997,0.40622175354022294
ITEM0011585,ORD007040,PROD0090,1,0.0,2024-09-11,CUST01831,Online,Credit Card,R05,Appliances Product 090,Home,Appliances,796.88,1240.29,Central,1240.29,796.88,443.40999999999997,0.3575050996138
ITEM0011586,ORD020887,PROD0126,1,0.15,2023-07-22,CUST02982,Retail,Credit Card,R02,Storage Product 126,Furniture,Storage,72.99,150.51,South,127.9335,72.99,54.9435,0.42946921642884783
ITEM0011587,ORD021194,PROD0196,4,0.15,2025-12-24,CUST04777,Retail,Credit Card,R03,Writing Product 196,Office Supplies,Writing,254.64,365.4,East,1242.36,1018.56,223.79999999999995,0.18014102192601175
ITEM0011588,ORD029466,PROD0098,5,0.3,2023-11-20,CUST03557,Online,PayPal,R01,Stationery Product 098,Office Supplies,Stationery,745.54,1210.26,North,4235.91,3727.7,508.21000000000004,0.11997658118326406
ITEM0011589,ORD022352,PROD0130,1,0.1,2024-03-13,CUST03433,Retail,Credit Card,R01,Monitors Product 130,Technology,Monitors,717.12,966.38,North,869.742,717.12,152.62199999999996,0.17547962499223904
ITEM0011590,ORD018049,PROD0131,4,0.05,2024-11-30,CUST02407,Online,Credit Card,R04,Writing Product 131,Office Supplies,Writing,268.3,420.14,West,1596.532,1073.2,523.3319999999999,0.32779299130866146
ITEM0011591,ORD004999,PROD0010,2,0.05,2022-04-05,CUST04051,Online,Credit Card,R04,Lighting Product 010,Home,Lighting,719.78,1374.27,West,2611.113,1439.56,1171.5529999999999,0.44867954776373137
ITEM0011592,ORD024205,PROD0023,2,0.15,2023-12-10,CUST04728,Retail,Debit Card,R02,Monitors Product 023,Technology,Monitors,326.56,389.93,South,662.881,653.12,9.760999999999967,0.014725116574468069
ITEM0011593,ORD009269,PROD0041,1,0.1,2024-10-12,CUST01232,Online,Bank Transfer,R05,Decor Product 041,Home,Decor,353.54,431.17,Central,388.053,353.54,34.51299999999998,0.08893888205992474
ITEM0011594,ORD022077,PROD0082,2,0.05,2022-05-22,CUST00309,Online,Credit Card,R05,Paper Product 082,Office Supplies,Paper,315.32,663.8,Central,1261.2199999999998,630.64,630.5799999999998,0.4999762135075561
ITEM0011595,ORD018340,PROD0151,4,0.1,2023-07-01,CUST00155,Retail,Debit Card,R04,Monitors Product 151,Technology,Monitors,730.57,1479.51,West,5326.236,2922.28,2403.9559999999997,0.4513423738640195
ITEM0011596,ORD016149,PROD0148,1,0.15,2024-12-24,CUST03938,Online,Bank Transfer,R05,Writing Product 148,Office Supplies,Writing,430.81,758.68,Central,644.8779999999999,430.81,214.06799999999993,0.331951159754248
ITEM0011597,ORD016404,PROD0116,1,0.0,2022-01-16,CUST00820,Online,Credit Card,R03,Chairs Product 116,Furniture,Chairs,739.26,1425.39,East,1425.39,739.26,686.1300000000001,0.48136299539073524
ITEM0011598,ORD015614,PROD0086,2,0.05,2022-06-04,CUST03402,Online,Debit Card,R05,Tables Product 086,Furniture,Tables,35.13,63.21,Central,120.09899999999999,70.26,49.838999999999984,0.4149826393225588
ITEM0011599,ORD009876,PROD0083,3,0.0,2025-11-29,CUST04789,Retail,Debit Card,R03,Storage Product 083,Furniture,Storage,184.32,248.59,East,745.77,552.96,192.80999999999995,0.25853815519530143
ITEM0011600,ORD015306,PROD0129,4,0.0,2024-05-07,CUST04457,Retail,Credit Card,R03,Kitchen Product 129,Home,Kitchen,63.87,105.76,East,423.04,255.48,167.56000000000003,0.3960854765506808
ITEM0011601,ORD016576,PROD0034,1,0.1,2022-11-10,CUST00929,Online,Debit Card,R04,Storage Product 034,Furniture,Storage,469.56,722.22,West,649.998,469.56,180.43800000000005,0.27759777722393
ITEM0011602,ORD023169,PROD0104,1,0.1,2023-08-11,CUST00870,Online,Credit Card,R03,Appliances Product 104,Home,Appliances,519.62,731.98,East,658.782,519.62,139.16200000000003,0.21124135146376194
ITEM0011603,ORD010349,PROD0189,1,0.15,2022-03-18,CUST00473,Online,Credit Card,R01,Stationery Product 189,Office Supplies,Stationery,792.55,1132.23,North,962.3955,792.55,169.84550000000002,0.17648201804767377
ITEM0011604,ORD017404,PROD0099,1,0.1,2023-02-14,CUST00641,Online,Bank Transfer,R03,Chairs Product 099,Furniture,Chairs,537.48,769.85,East,692.865,537.48,155.385,0.2242644671039813
ITEM0011605,ORD006133,PROD0107,2,0.0,2024-05-03,CUST00734,Retail,Credit Card,R03,Kitchen Product 107,Home,Kitchen,176.31,312.66,East,625.32,352.62,272.70000000000005,0.4360967184801382
ITEM0011606,ORD010156,PROD0010,1,0.1,2023-06-22,CUST01053,Retail,PayPal,R03,Lighting Product 010,Home,Lighting,719.78,1374.27,East,1236.843,719.78,517.0630000000001,0.4180506337506054
ITEM0011607,ORD028891,PROD0074,1,0.3,2025-08-22,CUST00053,Online,Bank Transfer,R01,Appliances Product 074,Home,Appliances,502.39,780.69,North,546.483,502.39,44.09299999999996,0.08068503503311167
ITEM0011608,ORD016703,PROD0152,1,0.15,2025-05-29,CUST03969,Retail,Credit Card,R03,Accessories Product 152,Technology,Accessories,551.63,840.64,East,714.544,551.63,162.914,0.22799715622830782
ITEM0011609,ORD005665,PROD0119,2,0.1,2023-05-07,CUST04211,Online,Bank Transfer,R05,Tables Product 119,Furniture,Tables,204.02,259.11,Central,466.398,408.04,58.358000000000004,0.12512489333144652
ITEM0011610,ORD000590,PROD0088,2,0.0,2025-12-17,CUST02100,Retail,Credit Card,R05,Laptops Product 088,Technology,Laptops,542.25,679.4,Central,1358.8,1084.5,274.29999999999995,0.20186929643803353
ITEM0011611,ORD028563,PROD0097,1,0.2,2024-01-29,CUST04661,Retail,PayPal,R03,Decor Product 097,Home,Decor,712.95,1042.14,East,833.7120000000001,712.95,120.76200000000006,0.1448485808048823
ITEM0011612,ORD002938,PROD0025,1,0.2,2023-08-19,CUST04545,Online,Debit Card,R02,Chairs Product 025,Furniture,Chairs,449.72,957.62,South,766.096,449.72,316.376,0.41297174244481105
ITEM0011613,ORD002907,PROD0003,8,0.05,2023-07-29,CUST02538,Online,Credit Card,R02,Desks Product 003,Furniture,Desks,602.71,704.25,South,5352.3,4821.68,530.6199999999999,0.0991386880406554
ITEM0011614,ORD012329,PROD0195,1,0.05,2025-03-19,CUST02374,Retail,Debit Card,R04,Accessories Product 195,Technology,Accessories,87.36,150.27,West,142.75650000000002,87.36,55.39650000000002,0.38804888043626745
ITEM0011615,ORD016181,PROD0026,1,0.1,2024-05-26,CUST04197,Online,Credit Card,R04,Lighting Product 026,Home,Lighting,248.16,298.05,West,268.245,248.16,20.085000000000008,0.07487558015992846
ITEM0011616,ORD003224,PROD0095,1,0.05,2025-10-15,CUST04286,Online,Bank Transfer,R04,Desks Product 095,Furniture,Desks,659.87,905.37,West,860.1015,659.87,200.23149999999998,0.23279984978517068
ITEM0011617,ORD010571,PROD0118,5,0.2,2023-06-12,CUST02249,Online,Credit Card,R01,Laptops Product 118,Technology,Laptops,22.6,38.48,North,153.92,113.0,40.91999999999999,0.2658523908523908
ITEM0011618,ORD017207,PROD0132,3,0.1,2025-11-01,CUST02994,Online,Bank Transfer,R02,Paper Product 132,Office Supplies,Paper,471.05,996.37,South,2690.199,1413.15,1277.049,0.4747042876753727
ITEM0011619,ORD000735,PROD0096,1,0.3,2025-04-21,CUST02001,Online,Bank Transfer,R01,Decor Product 096,Home,Decor,388.36,644.33,North,451.031,388.36,62.67099999999999,0.13895053776791394
ITEM0011620,ORD027212,PROD0018,1,0.15,2025-06-19,CUST03994,Retail,Credit Card,R03,Paper Product 018,Office Supplies,Paper,163.24,337.82,East,287.147,163.24,123.90699999999998,0.43151068964676625
ITEM0011621,ORD026933,PROD0122,1,0.15,2024-01-30,CUST01553,Retail,Credit Card,R03,Lighting Product 122,Home,Lighting,16.36,31.4,East,26.689999999999998,16.36,10.329999999999998,0.3870363431997002
ITEM0011622,ORD027098,PROD0072,1,0.1,2022-04-02,CUST00213,Online,Debit Card,R02,Storage Product 072,Furniture,Storage,590.12,1258.91,South,1133.019,590.12,542.899,0.4791614262426314
ITEM0011623,ORD027349,PROD0118,7,0.1,2025-08-29,CUST01513,Online,Debit Card,R04,Laptops Product 118,Technology,Laptops,22.6,38.48,West,242.42399999999998,158.20000000000002,84.22399999999996,0.3474243474243473
ITEM0011624,ORD004962,PROD0080,2,0.0,2022-01-03,CUST02872,Online,Credit Card,R01,Monitors Product 080,Technology,Monitors,154.45,265.33,North,530.66,308.9,221.76,0.41789469716956246
ITEM0011625,ORD018086,PROD0019,2,0.1,2023-03-21,CUST02001,Online,PayPal,R01,Kitchen Product 019,Home,Kitchen,171.3,309.69,North,557.442,342.6,214.84199999999998,0.38540691228863266
ITEM0011626,ORD007717,PROD0148,5,0.0,2025-02-11,CUST01154,Online,Bank Transfer,R01,Writing Product 148,Office Supplies,Writing,430.81,758.68,North,3793.3999999999996,2154.05,1639.3499999999995,0.43215848579111077
ITEM0011627,ORD007129,PROD0008,4,0.05,2022-01-25,CUST00737,Retail,Debit Card,R04,Monitors Product 008,Technology,Monitors,242.57,521.09,West,1980.142,970.28,1009.8620000000001,0.509994737751131
ITEM0011628,ORD019887,PROD0022,1,0.1,2025-06-05,CUST00376,Online,Credit Card,R04,Chairs Product 022,Furniture,Chairs,624.87,795.26,West,715.734,624.87,90.86400000000003,0.12695219173603606
ITEM0011629,ORD001286,PROD0073,4,0.1,2024-01-12,CUST02028,Online,Credit Card,R05,Lighting Product 073,Home,Lighting,768.0,1664.58,Central,5992.488,3072.0,2920.4880000000003,0.48735817243188473
ITEM0011630,ORD023532,PROD0198,1,0.05,2023-02-23,CUST01139,Retail,Debit Card,R04,Appliances Product 198,Home,Appliances,733.51,1156.27,West,1098.4565,733.51,364.9465,0.3322357325938715
ITEM0011631,ORD009517,PROD0051,6,0.15,2025-03-18,CUST01803,Online,Debit Card,R02,Appliances Product 051,Home,Appliances,641.19,1089.63,South,5557.113,3847.1400000000003,1709.973,0.30770887689345167
ITEM0011632,ORD001367,PROD0110,7,0.1,2023-06-27,CUST01919,Online,PayPal,R04,Appliances Product 110,Home,Appliances,714.68,1198.73,West,7551.999000000001,5002.759999999999,2549.2390000000014,0.3375581749944619
ITEM0011633,ORD013863,PROD0139,2,0.0,2025-01-17,CUST00262,Retail,PayPal,R04,Monitors Product 139,Technology,Monitors,236.27,500.69,West,1001.38,472.54,528.8399999999999,0.5281112065349817
ITEM0011634,ORD010629,PROD0110,3,0.1,2024-09-27,CUST04064,Online,Debit Card,R03,Appliances Product 110,Home,Appliances,714.68,1198.73,East,3236.571,2144.04,1092.531,0.3375581749944617
ITEM0011635,ORD006372,PROD0063,7,0.05,2023-10-28,CUST02609,Retail,PayPal,R02,Laptops Product 063,Technology,Laptops,223.52,416.08,South,2766.932,1564.64,1202.2919999999997,0.43452170129226153
ITEM0011636,ORD022355,PROD0060,3,0.15,2022-07-30,CUST04362,Online,Bank Transfer,R04,Storage Product 060,Furniture,Storage,244.61,322.21,West,821.6354999999999,733.83,87.80549999999982,0.10686673105044736
ITEM0011637,ORD027226,PROD0106,4,0.0,2024-03-16,CUST02014,Online,PayPal,R01,Monitors Product 106,Technology,Monitors,713.97,1057.62,North,4230.48,2855.88,1374.5999999999995,0.3249276677823792
ITEM0011638,ORD007147,PROD0015,1,0.0,2024-02-11,CUST03733,Online,Debit Card,R02,Laptops Product 015,Technology,Laptops,394.58,621.52,South,621.52,394.58,226.94,0.3651370832797014
ITEM0011639,ORD011110,PROD0024,1,0.0,2024-03-14,CUST01566,Online,Credit Card,R02,Paper Product 024,Office Supplies,Paper,547.79,806.8,South,806.8,547.79,259.01,0.32103371343579573
ITEM0011640,ORD022629,PROD0130,2,0.1,2023-02-17,CUST02507,Online,Debit Card,R03,Monitors Product 130,Technology,Monitors,717.12,966.38,East,1739.484,1434.24,305.2439999999999,0.17547962499223904
ITEM0011641,ORD006226,PROD0019,6,0.15,2024-09-08,CUST00604,Retail,Bank Transfer,R04,Kitchen Product 019,Home,Kitchen,171.3,309.69,West,1579.4189999999999,1027.8000000000002,551.6189999999997,0.34925437771737566
ITEM0011642,ORD015753,PROD0194,1,0.0,2022-07-26,CUST04306,Retail,Credit Card,R01,Stationery Product 194,Office Supplies,Stationery,149.1,316.22,North,316.22,149.1,167.12000000000003,0.5284928214534186
ITEM0011643,ORD024352,PROD0031,1,0.0,2024-02-27,CUST00508,Retail,Credit Card,R02,Desks Product 031,Furniture,Desks,219.15,317.38,South,317.38,219.15,98.22999999999999,0.30950280420946497
ITEM0011644,ORD016663,PROD0097,1,0.0,2023-06-06,CUST04845,Retail,Bank Transfer,R01,Decor Product 097,Home,Decor,712.95,1042.14,North,1042.14,712.95,329.19000000000005,0.31587886464390585
ITEM0011645,ORD005031,PROD0026,1,0.1,2023-09-16,CUST02966,Online,Debit Card,R01,Lighting Product 026,Home,Lighting,248.16,298.05,North,268.245,248.16,20.085000000000008,0.07487558015992846
ITEM0011646,ORD024912,PROD0072,1,0.0,2024-07-06,CUST03674,Online,Credit Card,R02,Storage Product 072,Furniture,Storage,590.12,1258.91,South,1258.91,590.12,668.7900000000001,0.5312452836183683
ITEM0011647,ORD001602,PROD0147,1,0.1,2022-11-10,CUST02397,Retail,Debit Card,R01,Writing Product 147,Office Supplies,Writing,187.2,264.39,North,237.951,187.2,50.751000000000005,0.21328340708801394
ITEM0011648,ORD011911,PROD0132,1,0.0,2023-06-06,CUST03134,Retail,Debit Card,R02,Paper Product 132,Office Supplies,Paper,471.05,996.37,South,996.37,471.05,525.3199999999999,0.5272338589078354
ITEM0011649,ORD006580,PROD0004,4,0.15,2023-05-12,CUST04414,Online,PayPal,R01,Laptops Product 004,Technology,Laptops,218.07,336.74,North,1144.916,872.28,272.63599999999997,0.23812751328481738
ITEM0011650,ORD012614,PROD0104,8,0.1,2025-10-01,CUST00364,Online,Credit Card,R04,Appliances Product 104,Home,Appliances,519.62,731.98,West,5270.256,4156.96,1113.2960000000003,0.21124135146376194
ITEM0011651,ORD009242,PROD0028,3,0.1,2024-07-01,CUST00621,Online,Credit Card,R01,Storage Product 028,Furniture,Storage,766.51,1008.49,North,2722.9230000000002,2299.5299999999997,423.3930000000005,0.15549209434126504
ITEM0011652,ORD003204,PROD0012,1,0.2,2024-10-21,CUST03785,Online,Credit Card,R03,Lighting Product 012,Home,Lighting,415.63,689.31,East,551.448,415.63,135.81799999999998,0.24629339484411947
ITEM0011653,ORD007933,PROD0139,1,0.2,2022-02-04,CUST00535,Retail,Debit Card,R01,Monitors Product 139,Technology,Monitors,236.27,500.69,North,400.552,236.27,164.282,0.41013900816872717
ITEM0011654,ORD018740,PROD0057,5,0.1,2023-02-22,CUST04672,Online,Debit Card,R04,Accessories Product 057,Technology,Accessories,761.9,1549.87,West,6974.415,3809.5,3164.915,0.4537893142292221
ITEM0011655,ORD028510,PROD0093,1,0.1,2025-06-30,CUST04193,Online,Credit Card,R05,Lighting Product 093,Home,Lighting,401.17,808.7,Central,727.83,401.17,326.66,0.44881359658161935
ITEM0011656,ORD027485,PROD0178,1,0.0,2022-08-30,CUST02586,Online,Bank Transfer,R04,Paper Product 178,Office Supplies,Paper,468.79,774.42,West,774.42,468.79,305.62999999999994,0.39465664626430097
ITEM0011657,ORD000625,PROD0180,1,0.0,2024-08-23,CUST04833,Online,Credit Card,R01,Binders Product 180,Office Supplies,Binders,439.76,966.17,North,966.17,439.76,526.41,0.5448420050301707
ITEM0011658,ORD021423,PROD0124,1,0.1,2022-04-16,CUST03144,Retail,Bank Transfer,R02,Writing Product 124,Office Supplies,Writing,228.83,280.86,South,252.77400000000003,228.83,23.944000000000017,0.09472493215283223
ITEM0011659,ORD015231,PROD0011,4,0.05,2025-05-24,CUST03298,Online,Credit Card,R04,Monitors Product 011,Technology,Monitors,28.14,33.04,West,125.55199999999999,112.56,12.99199999999999,0.103479036574487
ITEM0011660,ORD006631,PROD0006,1,0.1,2024-09-30,CUST02793,Retail,PayPal,R03,Laptops Product 006,Technology,Laptops,574.6,957.95,East,862.1550000000001,574.6,287.55500000000006,0.3335305136547373
ITEM0011661,ORD025584,PROD0123,3,0.0,2022-06-22,CUST00667,Online,Credit Card,R04,Writing Product 123,Office Supplies,Writing,479.11,724.12,West,2172.36,1437.33,735.0300000000002,0.33835552118433415
ITEM0011662,ORD009082,PROD0119,2,0.0,2023-12-19,CUST03695,Retail,Credit Card,R03,Tables Product 119,Furniture,Tables,204.02,259.11,East,518.22,408.04,110.18,0.2126124039983019
ITEM0011663,ORD027967,PROD0020,2,0.0,2025-06-09,CUST03288,Retail,Credit Card,R01,Kitchen Product 020,Home,Kitchen,69.62,144.42,North,288.84,139.24,149.59999999999997,0.5179338041822461
ITEM0011664,ORD024961,PROD0169,1,0.0,2023-05-05,CUST00787,Retail,Debit Card,R02,Binders Product 169,Office Supplies,Binders,605.71,1160.15,South,1160.15,605.71,554.44,0.4779037193466362
ITEM0011665,ORD009953,PROD0099,2,0.0,2023-12-10,CUST04921,Retail,PayPal,R02,Chairs Product 099,Furniture,Chairs,537.48,769.85,South,1539.7,1074.96,464.74,0.30183802039358315
ITEM0011666,ORD024763,PROD0033,7,0.1,2023-05-15,CUST02048,Online,Debit Card,R01,Lighting Product 033,Home,Lighting,142.48,249.56,North,1572.228,997.3599999999999,574.8680000000002,0.3656390803369487
ITEM0011667,ORD002970,PROD0111,1,0.3,2022-12-31,CUST01425,Retail,Credit Card,R03,Desks Product 111,Furniture,Desks,518.38,710.21,East,497.147,518.38,-21.233000000000004,-0.042709701557084735
ITEM0011668,ORD004416,PROD0056,3,0.05,2025-01-05,CUST02118,Online,Bank Transfer,R01,Tables Product 056,Furniture,Tables,736.77,1545.08,North,4403.477999999999,2210.31,2193.167999999999,0.49805358400791366
ITEM0011669,ORD015731,PROD0142,1,0.05,2023-11-19,CUST00951,Online,Credit Card,R01,Storage Product 142,Furniture,Storage,262.35,441.96,North,419.86199999999997,262.35,157.51199999999994,0.37515183560312665
ITEM0011670,ORD007708,PROD0008,2,0.0,2025-04-10,CUST00080,Online,Credit Card,R03,Monitors Product 008,Technology,Monitors,242.57,521.09,East,1042.18,485.14,557.0400000000001,0.5344950008635745
ITEM0011671,ORD008285,PROD0121,3,0.15,2022-12-11,CUST04008,Online,Debit Card,R03,Laptops Product 121,Technology,Laptops,658.8,1043.46,East,2660.823,1976.3999999999999,684.423,0.25722229550781844
ITEM0011672,ORD003812,PROD0076,1,0.0,2023-03-08,CUST03079,Online,PayPal,R02,Chairs Product 076,Furniture,Chairs,754.65,1572.91,South,1572.91,754.65,818.2600000000001,0.520220483053703
ITEM0011673,ORD023491,PROD0059,4,0.3,2023-04-22,CUST00752,Online,Credit Card,R04,Writing Product 059,Office Supplies,Writing,395.89,818.0,West,2290.3999999999996,1583.56,706.8399999999997,0.30860984980789374
ITEM0011674,ORD000103,PROD0126,1,0.15,2023-03-26,CUST00618,Online,PayPal,R02,Storage Product 126,Furniture,Storage,72.99,150.51,South,127.9335,72.99,54.9435,0.42946921642884783
ITEM0011675,ORD006444,PROD0029,2,0.15,2022-07-13,CUST02392,Online,Credit Card,R01,Writing Product 029,Office Supplies,Writing,316.75,645.01,North,1096.517,633.5,463.01700000000005,0.4222615791638434
ITEM0011676,ORD013869,PROD0025,2,0.0,2023-05-12,CUST04869,Online,Credit Card,R05,Chairs Product 025,Furniture,Chairs,449.72,957.62,Central,1915.24,899.44,1015.8,0.5303773939558488
ITEM0011677,ORD014477,PROD0009,2,0.0,2023-01-05,CUST01341,Online,Credit Card,R02,Decor Product 009,Home,Decor,96.74,146.44,South,292.88,193.48,99.4,0.3393881453154876
ITEM0011678,ORD011372,PROD0196,3,0.1,2023-10-12,CUST05000,Online,Credit Card,R02,Writing Product 196,Office Supplies,Writing,254.64,365.4,South,986.5799999999998,763.92,222.65999999999985,0.22568874293012214
ITEM0011679,ORD000137,PROD0009,2,0.2,2022-04-13,CUST03753,Online,PayPal,R02,Decor Product 009,Home,Decor,96.74,146.44,South,234.304,193.48,40.82400000000001,0.17423518164435953
ITEM0011680,ORD005186,PROD0023,3,0.2,2024-05-21,CUST03929,Retail,Credit Card,R01,Monitors Product 023,Technology,Monitors,326.56,389.93,North,935.832,979.6800000000001,-43.84800000000007,-0.0468545636396277
ITEM0011681,ORD013820,PROD0171,2,0.1,2024-03-31,CUST03050,Online,Credit Card,R01,Monitors Product 171,Technology,Monitors,512.19,1047.14,North,1884.8520000000003,1024.38,860.4720000000002,0.4565196630823004
